commanders,cardName,url
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",City of Traitors,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Culling the Weak,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Last Chance,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Cabal Ritual,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Bloodstained Mire,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Flooded Strand,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Grinding Station,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Paradise Mantle,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Pact of Negation,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Force of Will,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mystic Remora,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mystical Tutor,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Watery Grave,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Diabolic Intent,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Imperial Seal,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Chrome Mox,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gamble,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Vampiric Tutor,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Ancient Tomb,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Blood Crypt,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Phyrexian Tower,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mnemonic Betrayal,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Polluted Delta,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Wooded Foothills,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Diamond,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Flusterstorm,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gitaxian Probe,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Opal,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Rite of Flame,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Talisman of Dominance,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Brain Freeze,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Defense Grid,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Final Fortune,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Grim Monolith,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Volcanic Island,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Bolas's Citadel,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Arid Mesa,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Marsh Flats,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Misty Rainforest,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Windfall,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Scalding Tarn,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Verdant Catacombs,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Talisman of Creativity,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Deflecting Swat,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Deadly Rollick,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Fierce Guardianship,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Talisman of Indulgence,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Lion's Eye Diamond,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Yawgmoth's Will,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mental Misstep,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Praetor's Grasp,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Ad Nauseam,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Springleaf Drum,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Chain of Vapor,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gemstone Caverns,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Snapback,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Amber,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Simian Spirit Guide,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Infernal Plunge,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mindbreak Trap,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Demonic Consultation,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Tainted Pact,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Jeska's Will,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Wheel of Misfortune,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Birgi, God of Storytelling // Harnfel, Horn of Bounty",https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",An Offer You Can't Refuse,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Ragavan, Nimble Pilferer",https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Otawara, Soaring City",https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",The One Ring,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Orcish Bowmasters,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Borne Upon a Wind,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Undercity Sewers,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Flare of Duplication,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Necrodominance,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Beseech the Mirror,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Valley Floodcaller,https://www.moxfield.com/decks/wIqWzfxjk0e-oybgQAilPg
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Wishclaw Talisman,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",City of Traitors,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Grinding Station,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Paradise Mantle,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Force of Will,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Phyrexian Tower,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mnemonic Betrayal,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Brain Freeze,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Daze,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Grim Monolith,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Red Elemental Blast,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Opal,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gitaxian Probe,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mental Misstep,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Praetor's Grasp,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Rhystic Study,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Yawgmoth's Will,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Lion's Eye Diamond,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mystic Remora,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Badlands,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Underground Sea,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Volcanic Island,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Wheel of Fortune,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Rite of Flame,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Ad Nauseam,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Chrome Mox,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Diamond,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Chain of Vapor,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Cabal Ritual,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Brainstorm,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Simian Spirit Guide,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mox Amber,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Infernal Plunge,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Final Fortune,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Dark Ritual,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Timetwister,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Scalding Tarn,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Misty Rainforest,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Marsh Flats,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Arid Mesa,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Flooded Strand,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Polluted Delta,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Ancient Tomb,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Verdant Catacombs,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Wooded Foothills,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Jeska's Will,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Birgi, God of Storytelling // Harnfel, Horn of Bounty",https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Pact of Negation,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Tainted Pact,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Watery Grave,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Blood Crypt,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Steam Vents,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Otawara, Soaring City",https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mana Vault,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Imperial Seal,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",City of Brass,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Windfall,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Dramatic Reversal,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Bolas's Citadel,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Springleaf Drum,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Defense Grid,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Demonic Consultation,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Vampiric Tutor,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Mystical Tutor,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gamble,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Last Chance,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']","Ragavan, Nimble Pilferer",https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",The One Ring,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Thassa's Oracle,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Orcish Bowmasters,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Gemstone Caverns,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Deadly Rollick,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Demonic Tutor,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Deflecting Swat,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
"['Rograkh, Son of Rohgahh', 'Silas Renn, Seeker Adept']",Fierce Guardianship,https://www.moxfield.com/decks/bOM64lR6nUKjp1bPzCYk8Q
